year,month,day,time,site,ipa,station,depth_ft,species,tax_group,org_type,length_mm,hatchery_wild,fish_notes,transect_notes
2022,4,7,1899-12-30T13:29:00Z,DOK,Armored,1,15,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:29:00Z,DOK,Armored,1,15,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:29:00Z,DOK,Armored,1,15,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:29:00Z,DOK,Armored,1,15,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:14:00Z,DOK,Armored,2,26,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:14:00Z,DOK,Armored,2,26,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:14:00Z,DOK,Armored,2,26,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:14:00Z,DOK,Armored,2,26,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T13:14:00Z,DOK,Armored,2,26,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:31:00Z,DOK,Restored,0,8,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:31:00Z,DOK,Restored,0,8,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:31:00Z,DOK,Restored,0,8,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:31:00Z,DOK,Restored,0,8,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:31:00Z,DOK,Restored,0,8,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:25:00Z,DOK,Restored,1,21,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:25:00Z,DOK,Restored,1,21,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:25:00Z,DOK,Restored,1,21,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:25:00Z,DOK,Restored,1,21,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:25:00Z,DOK,Restored,1,21,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:25:00Z,DOK,Restored,1,21,Water Jelly,Jellyfish,Pelagic invertebrate,NA,NA,NA,NA
2022,4,7,1899-12-30T14:15:00Z,DOK,Restored,2,26,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T15:40:00Z,SHR,Restored,0,5.5,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T15:47:00Z,SHR,Restored,1,16.4,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T15:58:00Z,SHR,Restored,2,28,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T16:37:00Z,SHR,Armored,0,5.3,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T16:29:00Z,SHR,Armored,1,12,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T16:21:00Z,SHR,Armored,2,26.5,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T17:20:00Z,SHR,Natural,0,5,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T17:10:00Z,SHR,Natural,1,20,NA,NA,NA,NA,NA,NA,NA
2022,4,7,1899-12-30T17:04:00Z,SHR,Natural,2,34,NA,NA,NA,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,Kelp Crab,Decapod,Benthic Invertebrate,20,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,Dungeness Crab,Decapod,Benthic Invertebrate,145,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Shrimp,Decapod,Benthic Invertebrate,NA,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,English sole,Flatfish,Fish,55,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,English sole,Flatfish,Fish,32,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,English sole,Flatfish,Fish,55,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,English sole,Flatfish,Fish,20,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Sculpin,Cottidae,Fish,15,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Sculpin,Cottidae,Fish,18,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Sculpin,Cottidae,Fish,20,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,Staghorn Sculpin,Cottidae,Fish,75,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,Staghorn Sculpin,Cottidae,Fish,80,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,Staghorn Sculpin,Cottidae,Fish,75,NA,NA,NA
2022,4,18,1899-12-30T10:45:00Z,COR,Restored,0,2.5,UnID Fish,UnID Fish,Fish,10,NA,UnID post-larval fish,NA
2022,4,18,1899-12-30T10:40:00Z,COR,Restored,1,6.5,NA,NA,NA,NA,NA,NA,NA
2022,4,18,1899-12-30T10:34:00Z,COR,Restored,2,17,NA,NA,NA,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,45,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,55,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,40,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,50,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,48,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,46,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,42,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,58,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,51,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,48,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,43,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,52,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,41,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,43,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,38,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,48,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,38,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,40,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,44,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,45,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
2022,4,18,1899-12-30T11:15:00Z,COR,Natural,0,3,Pink,Salmon,Fish,NA,NA,NA,NA
